,ID,Ingredients,match,order,note
18,1,white,whitebait,0,Not perfect
141,11,ras el hanout,za'atar,0,Not perfect
196,16,purple sprouting broccoli,broccoli sprouts,1,Not perfect
199,16,powder,pernod,0,Not perfect
203,16,nduja,doubanjiang,0,Not perfect
238,19,pak choi,zucchini,0,Not perfect
251,20,prosociano wedge,wine,0,Not perfect
274,22,feta,fat,0,Not perfect
282,23,cavolo nero,woodpigeon,0,Not perfect
392,31,sugar snap peas,sugar-snap pea,1,Not perfect
437,34,creme fraiche,cream,0,Not perfect
503,40,zaatar,za'atar,0,Not perfect
537,43,guinness paste,zest,0,Not perfect
544,44,pak choi,zucchini,0,Not perfect
551,45,feta,fat,0,Not perfect
570,47,paneer,pear,0,Not perfect
588,48,self raising flour,semolina flour,1,Not perfect
603,51,nduja,doubanjiang,0,Not perfect
638,55,nduja,doubanjiang,0,Not perfect
641,55,creme fraiche,cream,0,Not perfect
651,57,powder,pernod,0,Not perfect
652,57,bicarbonate of soda,soda bread,1,Not perfect
677,60,paneer,pear,0,Not perfect
794,70,zaatar,za'atar,0,Not perfect
843,73,feta,fat,0,Not perfect
848,74,paneer,pear,0,Not perfect
856,74,five-spice powder,zander,0,Not perfect
911,77,baby gem lettuce,sea lettuce,1,Not perfect
1002,84,powder,pernod,0,Not perfect
1025,86,purple sprouting broccoli,broccoli sprouts,1,Not perfect
1034,87,jord oat drink,ground oat,1,Not perfect
1084,89,pak choi,zucchini,0,Not perfect
1092,90,ras el hanout,za'atar,0,Not perfect
1192,96,pak choi,zucchini,0,Not perfect
1220,99,cavolo nero,woodpigeon,0,Not perfect
1293,105,nduja,doubanjiang,0,Not perfect
1319,108,purple sprouting broccoli,broccoli sprouts,1,Not perfect
1323,108,gouda,dough,0,Not perfect
1361,112,brie,bilberries,0,Not perfect
1376,114,brie,bilberries,0,Not perfect
1395,116,powder,pernod,0,Not perfect
1424,120,feta,fat,0,Not perfect
1433,121,powder,pernod,0,Not perfect
1434,121,bicarbonate of soda,soda bread,1,Not perfect
1471,123,bicarbonate of soda,soda bread,1,Not perfect
1486,125,creme fraiche,cream,0,Not perfect
1492,126,bicarbonate of soda,soda bread,1,Not perfect
1496,126,powder,pernod,0,Not perfect
1648,139,nduja,doubanjiang,0,Not perfect
1669,141,nduja,doubanjiang,0,Not perfect
1722,145,cavolo nero,woodpigeon,0,Not perfect
1742,147,bay leaves,wensleydale,0,Not perfect
1750,147,cavolo nero,woodpigeon,0,Not perfect
1761,148,scamorza,cardamom,0,Not perfect
1780,149,taco shells,sole,0,Not perfect
1804,151,nduja,doubanjiang,0,Not perfect
1817,152,cavolo nero,woodpigeon,0,Not perfect
1847,154,powder,pernod,0,Not perfect
1900,159,zaatar,za'atar,0,Not perfect
2055,171,bay leaves,wensleydale,0,Not perfect
2115,174,self raising flour,semolina flour,1,Not perfect
2143,176,powder,pernod,0,Not perfect
2202,179,hot dog bun,potato bun,1,Not perfect
2226,181,powder,pernod,0,Not perfect
2248,183,creme fraiche,cream,0,Not perfect
2300,187,sunflower,flounder,0,Not perfect
2311,188,halloumi,guajillo,0,Not perfect
2316,189,bay leaves,wensleydale,0,Not perfect
2318,189,cavolo nero,woodpigeon,0,Not perfect
2351,191,powder,pernod,0,Not perfect
2426,198,sugar snap peas,sugar-snap pea,1,Not perfect
2448,200,halloumi,guajillo,0,Not perfect
2568,208,grana padano,anardana,0,Not perfect
2638,214,pak choi,zucchini,0,Not perfect
2682,217,self raising flour,semolina flour,1,Not perfect
2707,219,halloumi,guajillo,0,Not perfect
2762,223,nduja,doubanjiang,0,Not perfect
2790,225,baby gem lettuce,sea lettuce,1,Not perfect
2830,228,red leicester,deer,0,Not perfect
2849,230,halloumi,guajillo,0,Not perfect
2871,231,feta,fat,0,Not perfect
2922,234,baby gem lettuce,sea lettuce,1,Not perfect
2980,239,feta,fat,0,Not perfect
3032,243,feta,fat,0,Not perfect
3132,250,red leicester,deer,0,Not perfect
3148,251,feta,fat,0,Not perfect
3157,252,bay leaves,wensleydale,0,Not perfect
3372,269,paneer,pear,0,Not perfect
3427,271,gouda,dough,0,Not perfect
3428,271,baby gem lettuce,sea lettuce,1,Not perfect
3441,272,popadoms,pompano,0,Not perfect
3473,275,self raising flour,semolina flour,1,Not perfect
3588,283,hot dog bun,potato bun,1,Not perfect
3601,284,feta,fat,0,Not perfect
3625,286,french fries,frisee,0,Not perfect
3642,287,halloumi,guajillo,0,Not perfect
3718,292,nduja paste,zest,0,Not perfect
3748,294,bicarbonate of soda,soda bread,1,Not perfect
3772,296,halloumi,guajillo,0,Not perfect
3800,298,nduja,doubanjiang,0,Not perfect
3822,300,creme fraiche,cream,0,Not perfect
3827,300,conchiglioni,conchiglie,0,Not perfect
3853,302,nduja paste,zest,0,Not perfect
3931,308,peri peri strips,sprite,0,Not perfect
3967,311,hot cross buns,soft buns,1,Not perfect
3990,312,creme fraiche,cream,0,Not perfect
4060,317,earl grey,rye,0,Not perfect
4063,317,active dry quick rise yeast,yeast extract,1,Not perfect
4069,317,peel,eel,0,Not perfect
4073,318,self raising flour,semolina flour,1,Not perfect
4097,319,creme fraiche,cream,0,Not perfect
4099,319,dark leafy greens,salad greens,1,Not perfect
4140,323,quorn,norus,0,Not perfect
4148,323,baby gem lettuce,sea lettuce,1,Not perfect
4177,325,pak choi,zucchini,0,Not perfect
4281,332,creme fraiche,cream,0,Not perfect
4296,333,five-spice powder,zander,0,Not perfect
4340,336,zaatar,za'atar,0,Not perfect
4418,342,powder,pernod,0,Not perfect
4457,344,feta,fat,0,Not perfect
4496,347,saag,lasagna,0,Not perfect
4543,351,paneer,pear,0,Not perfect
4580,353,powder,pernod,0,Not perfect
4581,353,bicarbonate of soda,soda bread,1,Not perfect
4601,355,active dry yeast,yeast extract,1,Not perfect
4605,355,chocolate hazelnut spread,hazelnut paste,1,Not perfect
4610,356,feta,fat,0,Not perfect
4742,364,zaatar,za'atar,0,Not perfect
4757,365,paneer,pear,0,Not perfect
4798,368,quorn,norus,0,Not perfect
4851,371,vege-gel,vegetable,0,Not perfect
4855,372,peri peri strips,sprite,0,Not perfect
4884,374,baby gem lettuce,sea lettuce,1,Not perfect
4909,375,perinaise,anise,0,Not perfect
4922,376,perinaise,anise,0,Not perfect
4973,379,powder,pernod,0,Not perfect
4977,379,perinaise,anise,0,Not perfect
5008,381,cavolo nero,woodpigeon,0,Not perfect
5086,386,powder,pernod,0,Not perfect
5186,393,bay leaves,wensleydale,0,Not perfect
5243,396,creme fraiche,cream,0,Not perfect
5261,398,creme fraiche,cream,0,Not perfect
5267,399,nduja,doubanjiang,0,Not perfect
5331,403,pak choy,copha,0,Not perfect
5344,405,halloumi,guajillo,0,Not perfect
5348,405,zaatar,za'atar,0,Not perfect
5359,406,powder,pernod,0,Not perfect
5382,408,powder,pernod,0,Not perfect
5399,410,bicarbonate of soda,soda bread,1,Not perfect
5400,410,powder,pernod,0,Not perfect
5424,412,powder,pernod,0,Not perfect
5453,414,pak choi,zucchini,0,Not perfect
5515,419,powder,pernod,0,Not perfect
5532,421,self raising flour,semolina flour,1,Not perfect
5542,422,self raising flour,semolina flour,1,Not perfect
5553,424,self raising flour,semolina flour,1,Not perfect
5554,424,bicarbonate of soda,soda bread,1,Not perfect
5594,427,self raising flour,semolina flour,1,Not perfect
5690,433,halloumi,guajillo,0,Not perfect
5694,433,powder,pernod,0,Not perfect
5742,437,chow mein noodles,rice noodles,1,Not perfect
5745,438,pak choi,zucchini,0,Not perfect
5787,440,peri peri seasoning,spike seasoning,1,Not perfect
5969,452,pak choi,zucchini,0,Not perfect
6020,457,black onion seeds,melon seeds,1,Not perfect
6049,459,powder,pernod,0,Not perfect
6180,469,halloumi,guajillo,0,Not perfect
6277,477,creme fraiche,cream,0,Not perfect
6295,479,halloumi,guajillo,0,Not perfect
6316,480,leaves,veal,0,Not perfect
6397,485,feta,fat,0,Not perfect
6406,486,taco shells,sole,0,Not perfect
6409,486,feta,fat,0,Not perfect
6535,497,pak choi,zucchini,0,Not perfect
6575,499,self raising flour,semolina flour,1,Not perfect
6577,499,powder,pernod,0,Not perfect
6671,509,taco shells,sole,0,Not perfect
6689,510,feta,fat,0,Not perfect
6713,512,feta,fat,0,Not perfect
6719,512,self raising flour,semolina flour,1,Not perfect
6728,513,powder,pernod,0,Not perfect
6733,514,powder,pernod,0,Not perfect
6746,515,halloumi,guajillo,0,Not perfect
6789,518,sunflower,flounder,0,Not perfect
6798,519,lime & coriander rice,red licorice,1,Not perfect
6837,522,cavolo nero,woodpigeon,0,Not perfect
6880,525,bay leaves,wensleydale,0,Not perfect
6900,527,cavolo nero,woodpigeon,0,Not perfect
6931,531,creme fraiche,cream,0,Not perfect
6956,533,zaatar,za'atar,0,Not perfect
6991,535,baby gem lettuce,sea lettuce,1,Not perfect
6995,536,nduja paste,zest,0,Not perfect
7010,537,creme fraiche,cream,0,Not perfect
7121,547,leaves,veal,0,Not perfect
7173,550,feta,fat,0,Not perfect
7186,551,halloumi,guajillo,0,Not perfect
7230,554,baby gem lettuce,sea lettuce,1,Not perfect
7401,565,powder,pernod,0,Not perfect
7448,569,bay leaves,wensleydale,0,Not perfect
7610,580,sunflower,flounder,0,Not perfect
7613,580,zaatar,za'atar,0,Not perfect
7620,581,crayfish,crawfish,0,Not perfect
7656,583,self raising flour,semolina flour,1,Not perfect
7677,585,nduja paste,zest,0,Not perfect
7719,588,bay leaves,wensleydale,0,Not perfect
7753,591,powder,pernod,0,Not perfect
7757,591,halloumi,guajillo,0,Not perfect
7769,592,bay leaves,wensleydale,0,Not perfect
7792,594,powder,pernod,0,Not perfect
7823,595,nduja paste,zest,0,Not perfect
7846,596,bay leaves,wensleydale,0,Not perfect
7852,597,grana padano,anardana,0,Not perfect
7902,600,creme fraiche,cream,0,Not perfect
7925,602,creme fraiche,cream,0,Not perfect
8015,609,hash browns,sansho,0,Not perfect
8060,613,feta,fat,0,Not perfect
8086,615,brie,bilberries,0,Not perfect
8100,616,halloumi,guajillo,0,Not perfect
8189,624,halloumi,guajillo,0,Not perfect
8334,633,bay leaves,wensleydale,0,Not perfect
8361,635,crisps,spices,0,Not perfect
8413,639,birds eye chillies,bird's-eye chillies,1,Not perfect
8550,650,active dry quick rise yeast,yeast extract,1,Not perfect
8560,650,malted drink,sardine,0,Not perfect
8597,652,powder,pernod,0,Not perfect
8605,652,spray,pastry,0,Not perfect
8615,654,peri peri rice,rice paper,1,Not perfect
8694,659,baby gem lettuce,sea lettuce,1,Not perfect
8713,660,baby gem lettuce,sea lettuce,1,Not perfect
8819,668,caribbean rice & pea,pear nectar,1,Not perfect
8839,669,nduja paste,zest,0,Not perfect
8862,670,bloody mary mix,trail mix,1,Not perfect
8916,674,bay leaves,wensleydale,0,Not perfect
8937,676,halloumi,guajillo,0,Not perfect
9007,681,feta,fat,0,Not perfect
9040,684,red sockeye,swede,0,Not perfect
9198,695,baby gem lettuce,sea lettuce,1,Not perfect
9250,699,self raising flour,semolina flour,1,Not perfect
9254,699,halloumi,guajillo,0,Not perfect
9257,700,pak choi,zucchini,0,Not perfect
9293,703,halloumi,guajillo,0,Not perfect
9390,710,feta,fat,0,Not perfect
9561,722,self raising flour,semolina flour,1,Not perfect
9590,724,self raising flour,semolina flour,1,Not perfect
9668,730,bay leaves,wensleydale,0,Not perfect
9735,734,chicken leg with thigh,chicken thigh fillet,2,Not perfect
9752,735,nduja paste,zest,0,Not perfect
9754,735,creme fraiche,cream,0,Not perfect
9872,745,grana padano,anardana,0,Not perfect
9940,750,herbes de provence,preserve,0,Not perfect
9970,752,bay leaves,wensleydale,0,Not perfect
10025,758,crumpets,crumpet,0,Not perfect
10036,759,halloumi,guajillo,0,Not perfect
10097,763,feta,fat,0,Not perfect
10113,765,sugar snap peas,sugar-snap pea,1,Not perfect
10224,773,baby gem lettuce,sea lettuce,1,Not perfect
10272,778,halloumi,guajillo,0,Not perfect
10313,781,powder,pernod,0,Not perfect
10518,797,alternative,rattlesnake,0,Not perfect
10520,797,powder,pernod,0,Not perfect
10543,799,halloumi,guajillo,0,Not perfect
10545,799,leaves,veal,0,Not perfect
10675,810,self raising flour,semolina flour,1,Not perfect
10685,811,bay leaves,wensleydale,0,Not perfect
10705,812,halloumi,guajillo,0,Not perfect
10795,819,halloumi,guajillo,0,Not perfect
10821,821,baby gem lettuce,sea lettuce,1,Not perfect
11010,838,pinot grigio,pignoli,0,Not perfect
11033,840,pak choi,zucchini,0,Not perfect
11148,850,bay leaves,wensleydale,0,Not perfect
11181,852,halloumi,guajillo,0,Not perfect
11198,854,pak choi,zucchini,0,Not perfect
11243,857,zaatar,za'atar,0,Not perfect
11257,858,nasi goreng paste,zest,0,Not perfect
11258,858,pak choi,zucchini,0,Not perfect
11280,860,feta,fat,0,Not perfect
11592,887,feta,fat,0,Not perfect
11602,888,feta,fat,0,Not perfect
11625,890,bay leaves,wensleydale,0,Not perfect
11670,895,baking powder,woodpigeon,0,Not perfect
11718,596602308,roasted and marinated peppers,serrano peppers,1,Not perfect
11726,654524383,baking powder,woodpigeon,0,Not perfect
11729,654524383,sugar from cane juice,unbleached cane sugar,2,Not perfect
11825,1776753074,chili paste depending on your taste pref,green chili paste,2,Not perfect
11828,291577550,aluminum free baking powder,zander,0,Not perfect
11833,291577550,enjoy life brand chocolate chips,white chocolate chips,2,Not perfect
11842,291577550,earth balance soy free spread,dried soybean,1,Not perfect
11873,499799700,all purpose flour,all-purpose flour,1,Not perfect
11874,499799700,all purpose flour,all-purpose flour,1,Not perfect
11884,1882949891,protein,tripoline,0,Not perfect
11890,1882949891,veggies,eggs,0,Not perfect
11892,1882949891,microwave the noodles,wheat noodles,1,Not perfect
11893,1882949891,add the soy sauce,sweet soy sauce,2,Not perfect
11908,1094742643,dashes of cayenne pepper,red cayenne pepper,2,Not perfect
11951,1126280857,i gem lettuce,iceberg lettuce,1,Not perfect
11973,618987360,crotons,croutons,0,Not perfect
11974,618987360,marinated feta,tea,0,Not perfect
11983,837567862,nondairy alternative,vinaigrette,0,Not perfect
12004,1475876131,creme fraiche,cream,0,Not perfect
12015,1475876131,panna cotta,pancetta,0,Not perfect
12016,774116537,baking powder,woodpigeon,0,Not perfect
12043,1942566998,hemp protein powder,pernod,0,Not perfect
12054,843440344,sea salt and ground pepper,fresh ground pepper,2,Not perfect
12074,1129948138,juice from lemons,watermelon juice,1,Not perfect
12084,1129948138,falafel,leaf,0,Not perfect
12085,1129948138,tabouleh,tabbouleh,0,Not perfect
12096,738306165,all purpose flour,all-purpose flour,1,Not perfect
12097,738306165,baking powder,woodpigeon,0,Not perfect
12121,1885359538,jalapenos,jalapeno,0,Not perfect
12143,536388322,demi glace,demi-glace,0,Not perfect
12156,536388322,crust,citrus,0,Not perfect
12223,676854992,a mixture of pound ground chuck and ground pork,lean ground pork,2,Not perfect
12254,726817268,bay leaves,wensleydale,0,Not perfect
12259,726817268,halfandhalf,half-and-half,0,Not perfect
12260,726817268,kosher salt and pepper,coarse kosher salt,2,Not perfect
12264,726817268,sharp and cheddar cheese,white cheddar cheese,2,Not perfect
12316,803827362,short,risotto,0,Not perfect
12331,343047612,stinging nettles,zest,0,Not perfect
12344,1200898186,optional of hot sauce,chipotle hot sauce,2,Not perfect
12355,1055809700,baking powder,woodpigeon,0,Not perfect
12368,1031164576,chana masala powder,masala paste,1,Not perfect
12381,1637719629,baking powder,woodpigeon,0,Not perfect
12392,858523636,fivespice powder,zander,0,Not perfect
12403,1192463936,xanthan gum,tuna,0,Not perfect
12405,1192463936,baking powder,woodpigeon,0,Not perfect
12432,368973003,evoo,oleo,0,Not perfect
12450,1828764750,cool whip,wolfchili,0,Not perfect
12473,1896325347,salt and ground pepper,fresh ground pepper,2,Not perfect
12509,707418966,baking powder,woodpigeon,0,Not perfect
12523,1825976390,salt and chili flakes,jalapeno chilies,1,Not perfect
12559,645663068,half half,half-and-half,0,Not perfect
12581,1361453888,mama marys original pizza crust,thin pizza crust,2,Not perfect
12596,172879075,wasabi maple spread,wasabi pea,1,Not perfect
12600,172879075,vegenaise,genoise,0,Not perfect
12604,329219682,baking powder,woodpigeon,0,Not perfect
12611,688054944,baking powder,woodpigeon,0,Not perfect
12652,1032543731,baking powder,woodpigeon,0,Not perfect
12662,1405853859,veganaise,anise,0,Not perfect
12668,24982660,reg size containers lemon pudding,lemon rind,1,Not perfect
12670,24982660,cool whip,wolfchili,0,Not perfect
12698,1861429270,pickled jalapeno in a jar,jalapeno juice,1,Not perfect
12713,793973297,spare ribs,raspberries,0,Not perfect
12749,117860121,bay leaves,wensleydale,0,Not perfect
12777,42352811,bulb of onion,yellow onion,1,Not perfect
12780,42352811,scotch bonnet peppers,yellow peppers,1,Not perfect
12784,1111559391,half and half,half-and-half,0,Not perfect
12788,1099276684,baking powder,woodpigeon,0,Not perfect
12856,1977608569,active dry yeast,yeast extract,1,Not perfect
12941,62637651,cream of tartar,pastry cream,1,Not perfect
12950,1487118472,baking powder,woodpigeon,0,Not perfect
12964,50627918,bette hagans pizzafrench bread flour mix,corn bread mix,2,Not perfect
12966,50627918,baking powder,woodpigeon,0,Not perfect
12968,50627918,all purpose flour,all-purpose flour,1,Not perfect
12979,1942871681,baking powder,woodpigeon,0,Not perfect
13011,173738542,coriander and chives,fresh coriander,1,Not perfect
13031,591116573,precooked polenta tube,polenta prepar,1,Not perfect
13049,1273388349,unbaked pie crust,whitecurrant,0,Not perfect
13057,162258046,half n half,half-and-half,0,Not perfect
13073,323674325,real salt sea salt,sea salt flakes,2,Not perfect
13077,1103857805,flesh of avocado,hass avocado,1,Not perfect
13078,1103857805,creme fraiche,cream,0,Not perfect
13083,1103857805,bamboo skewers,zest,0,Not perfect
13099,1022345672,baking powder,woodpigeon,0,Not perfect
13148,850023030,peanut butter candy pieces,unsalted peanut butter,2,Not perfect
13179,1934876954,bay leaves,wensleydale,0,Not perfect
13217,1541159914,baking powder,woodpigeon,0,Not perfect
13232,1737960417,any herbs you like,mixed herbs,1,Not perfect
13237,118518020,baking powder,woodpigeon,0,Not perfect
13242,118518020,m and m,sman,0,Not perfect
13253,1333700235,bok choi,tobiko,0,Not perfect
13281,521935519,all purpose flour,all-purpose flour,1,Not perfect
13283,521935519,cremini but your choice,cremini caps,1,Not perfect
13290,521935519,earth balance buttery spread,sweetbread,0,Not perfect
13293,1277012335,brie,bilberries,0,Not perfect
13294,1277012335,athens phyllo shells,phyllo sheets,1,Not perfect
13308,905173504,cream of tartar,pastry cream,1,Not perfect
13334,24504247,feta,fat,0,Not perfect
13341,1885002807,self raising flour,semolina flour,1,Not perfect
13342,1885002807,strawberry jam and cream,seedless strawberry jam,2,Not perfect
13370,1288198168,sprinkle of chili flakes,chili flake,1,Not perfect
13456,1175994235,half and half,half-and-half,0,Not perfect
13497,1687200656,bouquet garnic,whitecurrant,0,Not perfect
13532,1000921535,baking powder,woodpigeon,0,Not perfect
13540,1503969348,baking powder,woodpigeon,0,Not perfect
13548,1503969348,reserve a bit of sugar and cream,table cream,1,Not perfect
13557,360227007,baking powder,woodpigeon,0,Not perfect
13571,1720028111,all purpose flour,all-purpose flour,1,Not perfect
13574,1720028111,baking powder,woodpigeon,0,Not perfect
13578,1720028111,chives and dill,ground dill,1,Not perfect
13594,159108507,carrotspeeled,escarole,0,Not perfect
13595,159108507,onionchopped,peperoncino,0,Not perfect
13600,159108507,saltto taste,toast,0,Not perfect
13605,724961565,flat leaf parsley,parsley leaves,1,Not perfect
13606,724961565,lemon juice from a lemon,frozen lemon juice,2,Not perfect
13642,1827330636,fivespice powder,zander,0,Not perfect
13679,1737063866,nondairy creamer like mimiccreme,cremini,0,Not perfect
13697,1919169387,dessert spoon chives,yellow chives,1,Not perfect
13699,1919169387,dessert spoon flat leaf parsley,parsley leaves,1,Not perfect
13718,1983279965,scotch bonnet pepper sauce,hot pepper sauce,2,Not perfect
13748,1131766289,bulb of onion,yellow onion,1,Not perfect
13751,1131766289,scotch bonnet pepper,white peppercorn,1,Not perfect
13764,1384761968,kosher salt and pepper,coarse kosher salt,2,Not perfect
13801,1932089334,bay leaves,wensleydale,0,Not perfect
13814,101936574,bow tie pasta,bow-tie pasta,1,Not perfect
13816,101936574,recipe makers chicken bruschetta pasta,chicken parts,1,Not perfect
13838,1827310636,porcini,crostini,0,Not perfect
13840,1827310636,chanterelles,chanterelle,0,Not perfect
13862,1022241772,baking powder,woodpigeon,0,Not perfect
13906,447152663,flat leaf parsley,parsley leaves,1,Not perfect
13922,39604925,water to the sauce,white sauce,1,Not perfect
13924,1613865757,grand marnier,margarine,0,Not perfect
13931,941115900,chocolate chips chocolate or,white chocolate chips,2,Not perfect
13964,947987605,into strips,turnips,0,Not perfect
13974,947987605,some parmesan to serve,parmesan cheese,1,Not perfect
13979,947987605,tomatoes into ths,vine tomatoes,1,Not perfect
14035,1639259475,you can use regular basil,ground basil,1,Not perfect
14049,1639259475,nuoc cham,sumac,0,Not perfect
14084,1259956997,baking powder,woodpigeon,0,Not perfect
14109,1336793637,each paprika and salt,unsalted peanut,1,Not perfect
14113,1343418504,baking powder,woodpigeon,0,Not perfect
14123,1343418504,xanthan gum,tuna,0,Not perfect
14135,875915775,all purpose flour,all-purpose flour,1,Not perfect
14162,748149011,bok choy,choco-bake,0,Not perfect
14174,748149011,stir fry,fryer,0,Not perfect
14193,656673991,rosemary and thyme,thyme leaf,1,Not perfect
14195,1298340885,moroccan lemon marinade,meat marinade,1,Not perfect
14212,1141781415,texas toast croutons,toast round,1,Not perfect
14221,222592653,chicken stock and cups of water,unsalted chicken stock,2,Not perfect
14223,222592653,of water and packets of chicken boullion,whole chicken,1,Not perfect
14247,1469578144,mayo,yam,0,Not perfect
14254,1371232901,baking powder,woodpigeon,0,Not perfect
14271,1560748025,clementine orange segents,orange segments,1,Not perfect
14278,980627043,chicken bullion cube,chicken bouillon,1,Not perfect
14282,980627043,half and half,half-and-half,0,Not perfect
14285,980627043,salt and freshly grounded pepper,yellow peppers,1,Not perfect
14323,1133688270,salt and ground pepper,fresh ground pepper,2,Not perfect
14345,1053033576,kahla,kahlua,0,Not perfect
14349,1053033576,lady fingers,ladyfinger,0,Not perfect
14362,1309919687,ears of corn,frozen corn,1,Not perfect
14406,146767283,baking powder,woodpigeon,0,Not perfect
14412,146767283,pickled jalapenos,nopales,0,Not perfect
14449,1869262704,six dayold tuscan bread,white breadcrumb,1,Not perfect
14466,1546449970,baking powder,woodpigeon,0,Not perfect
14469,1546449970,weight lite mozzarella cheese,part-skim mozzarella cheese,2,Not perfect
14478,232060424,rind of two lemons,wonton,0,Not perfect
14523,271195395,all purpose flour,all-purpose flour,1,Not perfect
14524,271195395,baking powder,woodpigeon,0,Not perfect
14538,1881634191, cup dried cranberry juice sweetened if possible,unsweetened cranberry juice,2,Not perfect
14551,1084793869,ume plum vinegar,palm vinegar,1,Not perfect
14571,472504871,elmhurst harvest chocolate almond milk,milk chocolate melt,2,Not perfect
14573,472504871,chocolate protein powder,white chocolate,1,Not perfect
14576,472504871,jif cinnamon peanut butter,peanut butter frosting,2,Not perfect
14579,1509124567,condensed cream of mushroom,canned mushroom,1,Not perfect
14607,1033366604,quinoa and brown rice mix,minute brown rice,2,Not perfect
14616,1033366604,scotch bonnet pepper,white peppercorn,1,Not perfect
14622,319700269,half of banana,banana leaf,1,Not perfect
